,age,education,n_score,e_score,o_score,a_score,c_score,impulsiveness,ss,asian,black_asian,white_asian,white_black,other,white,other2,autralia,canada,new_zeland,ireland,uk,usa,male,female,alcohol,anphet,amyl,benzo,caffeine,cannabis,chocolate,cocaine,crack,ecstasy,heroine,ketamine,legal_h,lsd,meth,mushrooms,nicotine,semer,vsa
261,1.82213,0.45468,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
262,1.09449,1.16365,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
263,1.82213,-2.43591,-1.05308,0.00332,-0.01928,1.61108,1.13407,-0.71126,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
264,-0.95197,0.45468,-0.46725,0.16767,-0.01928,0.59042,0.58489,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
265,0.49788,0.45468,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
266,1.82213,0.45468,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
267,0.49788,-0.05921,-0.92104,1.45421,-1.27553,-0.45321,-0.00665,-0.21712,0.07987,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
268,1.09449,1.16365,-1.05308,1.74091,0.58331,0.43852,2.04506,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
269,0.49788,1.16365,-0.92104,0.16767,-0.84732,-0.76096,0.12331,-1.37983,-2.07848,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
270,1.09449,1.16365,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
271,1.09449,1.16365,0.73545,-0.69509,0.44585,0.28783,-1.38502,-0.71126,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
272,1.82213,1.98437,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
273,-0.07854,0.45468,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
274,0.49788,1.16365,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
275,0.49788,1.16365,0.41667,-0.43999,0.14143,0.43852,1.63088,-1.37983,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
276,1.82213,1.98437,-0.92104,0.47617,-0.58331,-0.30172,-0.52745,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
277,-0.07854,-0.61113,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
278,1.09449,0.45468,-0.24649,-0.43999,-0.31776,0.76096,-0.00665,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
279,1.09449,1.16365,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
280,1.82213,1.16365,-0.05188,0.16767,0.7233,-0.01729,-0.89891,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
281,1.09449,-0.61113,0.04257,-0.30033,-2.21069,-0.15487,-0.14277,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
282,1.09449,1.16365,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
283,1.09449,0.45468,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
284,0.49788,-0.05921,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
285,0.49788,0.45468,-0.92104,1.2861,-0.71727,-0.30172,0.25953,-1.37983,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
286,1.09449,0.45468,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
287,1.09449,1.16365,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
288,-0.07854,-0.61113,0.62967,0.32197,-0.71727,-0.30172,-0.00665,-0.21712,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
289,-0.07854,1.16365,-2.05048,0.63779,-0.71727,1.61108,1.13407,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
290,0.49788,-0.05921,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
291,0.49788,-0.61113,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
292,1.09449,-0.05921,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
293,-0.07854,-0.05921,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
294,-0.95197,-1.43719,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
295,0.49788,-0.05921,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
296,2.59171,-1.7379,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
297,0.49788,0.45468,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
298,0.49788,-0.05921,0.82562,-0.94779,-0.17779,0.43852,0.58489,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
299,-0.07854,-0.61113,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
300,0.49788,1.98437,0.52135,-0.43999,-0.71727,0.59042,0.93949,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
301,1.82213,-0.05921,-0.14882,0.63779,-0.01928,-0.76096,-0.40581,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
302,1.09449,0.45468,-0.34799,0.00332,-1.27553,-0.15487,0.93949,-0.21712,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
303,1.09449,0.45468,-1.05308,-2.32338,-1.27553,1.61108,0.12331,-0.71126,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
304,0.49788,1.16365,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
305,1.09449,1.16365,-0.46725,-0.57545,-0.71727,1.11406,0.7583,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
306,0.49788,-1.22751,-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
307,0.49788,1.16365,-0.79151,0.16767,-0.17779,0.59042,0.41594,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
308,1.09449,0.45468,-1.32828,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
309,-0.95197,-1.7379,1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
310,1.09449,1.16365,-0.34799,0.00332,-0.45174,0.28783,0.12331,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
311,-0.07854,1.16365,0.04257,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
312,-0.95197,-1.22751,-0.58016,0.16767,-0.71727,0.13136,-0.14277,-0.71126,-1.18084,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
313,1.09449,1.98437,-0.79151,0.80523,0.58331,-0.01729,0.41594,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
314,1.82213,0.45468,-0.46725,0.80523,1.06238,-0.45321,-0.78155,1.86203,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
315,0.49788,0.45468,-0.79151,1.93886,-0.97631,-0.01729,1.13407,-0.71126,-0.52593,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
316,-0.07854,-0.05921,0.04257,0.00332,-0.71727,0.28783,0.93949,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
317,1.09449,-1.7379,0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
318,1.09449,0.45468,0.73545,-0.30033,-0.58331,-1.07533,-0.14277,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
319,0.49788,-0.61113,0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
320,-0.95197,0.45468,-0.79151,0.47617,0.44585,0.94156,0.12331,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
321,1.09449,-1.43719,0.91093,-1.09207,-1.68062,0.28783,-0.78155,-0.71126,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
322,-0.07854,1.98437,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
323,0.49788,-0.05921,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
324,0.49788,-1.22751,-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
325,1.09449,1.16365,-1.86962,1.58487,-0.01928,1.61108,1.30612,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
326,-0.07854,-0.05921,0.22393,-0.30033,-1.27553,1.11406,-0.52745,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
327,1.09449,-0.05921,-0.34799,0.47617,-0.97631,0.43852,-0.14277,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
328,1.09449,-0.05921,-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
329,0.49788,-2.43591,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
330,1.82213,-1.22751,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
331,-0.95197,-0.61113,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,user,not_user,not_user
332,2.59171,-0.61113,-1.32828,-0.43999,-0.97631,0.13136,0.12331,1.29221,-0.21575,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
333,2.59171,-1.7379,-0.14882,-0.15487,-1.42424,-1.34289,-0.00665,-0.21712,0.7654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
334,-0.07854,1.16365,0.41667,-0.57545,0.58331,0.43852,-1.0145,1.86203,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
335,1.09449,1.16365,0.62967,0.16767,-0.17779,-0.01729,1.30612,-0.21712,-0.84637,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
336,1.09449,-0.05921,-0.58016,0.32197,1.06238,-1.772,0.41594,1.86203,0.40148,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
337,0.49788,1.98437,-1.86962,1.2861,0.29338,0.76096,1.46191,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
338,1.09449,-0.05921,-0.14882,-0.30033,-0.58331,0.94156,0.7583,-1.37983,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
339,0.49788,1.16365,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
340,1.82213,-0.05921,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
341,1.82213,-0.05921,0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
342,-0.95197,-2.43591,0.22393,-0.15487,-0.01928,-0.15487,-0.40581,0.88113,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,user,user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
343,0.49788,1.16365,-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
344,0.49788,0.45468,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
345,1.09449,0.45468,-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,user,not_user,not_user
346,1.09449,1.16365,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
347,1.09449,-0.05921,-0.58016,0.32197,-0.45174,-0.15487,0.25953,-0.21712,-1.18084,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
348,1.09449,0.45468,0.52135,-0.69509,-0.58331,0.13136,-0.14277,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
349,0.49788,-0.61113,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
350,0.49788,-0.05921,0.41667,0.16767,-0.01928,-0.45321,-0.52745,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user
351,1.09449,0.45468,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
