,Unnamed: 0,age,education,n_score,e_score,o_score,a_score,c_score,impulsiveness,ss,asian,black_asian,white_asian,white_black,other,white,other2,autralia,canada,new_zeland,ireland,uk,usa,male,female,alcohol,anphet,amyl,benzo,caffeine,cannabis,chocolate,cocaine,crack,ecstasy,heroine,ketamine,legal_h,lsd,meth,mushrooms,nicotine,semer,vsa
436,436,-0.07854,0.45468,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
437,437,-0.95197,-0.61113,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1
438,438,0.49788,0.45468,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
439,439,-0.95197,-0.61113,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
440,440,-0.07854,1.16365,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,2,1,0,1,0,0,1,0,0,0,2,0,0
441,441,0.49788,-1.7379,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
442,442,1.09449,-0.05921,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
443,443,1.09449,0.45468,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
444,444,-0.07854,0.45468,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,1,1,1,0,2,0,0
445,445,-0.07854,1.16365,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,1.29221,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
446,446,-0.95197,-0.61113,1.13281,1.45421,1.06238,-1.772,-0.89891,1.29221,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,2,0,0,0,0,0,1,1,0,1,2,0,0
447,447,-0.95197,0.45468,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,2,1,0,1,0,1,1,1,1,1,0,0,0
448,448,-0.95197,0.45468,0.73545,-0.15487,-0.84732,0.59042,-1.0145,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0
449,449,-0.95197,1.16365,-1.1943,0.80523,-0.84732,-0.15487,0.7583,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
450,450,0.49788,0.45468,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
451,451,-0.07854,0.45468,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
452,452,1.09449,1.98437,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,1.86203,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,0,2,2,2,2,1,0,1,2,0,1,1,2,1,1,0,0
453,453,-0.95197,0.45468,0.82562,-0.80615,0.7233,-0.76096,-2.57309,0.88113,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,0,2,1,2,0,0,0,0,0,1,0,0,0,2,0,0
454,454,0.49788,0.45468,1.60383,-0.43999,0.29338,-2.21844,-0.65253,0.88113,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,1,2,1,2,1,0,1,1,0,0,0,0,0,2,0,0
455,455,0.49788,1.16365,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
456,456,-0.95197,0.45468,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,2,0,0,1,0,1,1,1,0,1,2,0,0
457,457,-0.07854,1.16365,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,2,0,0,1,0,1,1,1,1,1,2,0,0
458,458,-0.95197,0.45468,1.23461,-1.37639,1.24033,-1.772,0.25953,0.88113,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,1,2,2,2,1,0,0,1,2,1,0,1,0,2,0,0
459,459,-0.95197,-0.61113,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
460,460,0.49788,-0.61113,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
461,461,1.09449,-1.22751,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
462,462,-0.95197,0.45468,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,2,0,0
463,463,-0.95197,1.16365,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,1.29221,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
464,464,-0.95197,0.45468,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,2,0,0
465,465,1.09449,0.45468,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
466,466,0.49788,0.45468,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
467,467,-0.07854,0.45468,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,2,1,2,1,0,1,0,0,0,1,0,0,2,0,0
468,468,1.09449,-1.7379,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0
469,469,-0.95197,0.45468,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
470,470,-0.95197,1.16365,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,0,0,1,0,0,0,1,0,1,2,0,0
471,471,-0.95197,-2.43591,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
472,472,0.49788,-0.61113,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
473,473,1.82213,0.45468,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
474,474,1.09449,0.45468,-1.1943,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
475,475,0.49788,0.45468,1.72012,-0.94779,0.58331,-1.772,-0.40581,0.19268,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1
476,476,0.49788,-0.05921,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0
477,477,-0.07854,0.45468,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
478,478,-0.07854,1.16365,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
479,479,-0.95197,-0.61113,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1,1,1,0,1,1,1,1,1,1,1,2,0,0
480,480,0.49788,0.45468,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
481,481,0.49788,-0.61113,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
482,482,-0.07854,0.45468,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,1,1,0,0
483,483,0.49788,-1.7379,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
484,484,1.09449,-1.7379,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
485,485,-0.07854,-1.22751,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0
486,486,0.49788,-1.22751,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
487,487,-0.07854,-1.7379,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,2,2,2,1,0,1,0,0,1,0,0,0,1,0,0
488,488,-0.95197,-2.43591,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
489,489,-0.95197,-0.61113,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,1,0,1,0,1,1,1,0,1,2,0,0
490,490,1.09449,-0.05921,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
491,491,-0.95197,-1.22751,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,1,1,0,1,0,0,1,0,0,1,1,0,0
492,492,-0.95197,-0.05921,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0
493,493,-0.95197,-0.61113,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,2,0,0,2,0,1,1,1,0,1,2,0,0
494,494,-0.95197,-0.05921,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
495,495,1.82213,-0.61113,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,2,0,0
496,496,-0.07854,1.16365,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
497,497,-0.07854,-1.7379,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
498,498,1.82213,-0.61113,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
499,499,0.49788,-0.05921,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,2,1,0,1,0,0,1,0,0,0,2,0,0
500,500,-0.07854,-0.05921,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
501,501,-0.95197,-0.61113,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1,2,0,0
502,502,1.82213,-0.05921,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,2,0,1,0,0,0,0
503,503,0.49788,-1.7379,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
504,504,1.09449,-0.05921,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
505,505,0.49788,0.45468,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
506,506,-0.07854,0.45468,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0
507,507,0.49788,-1.7379,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
508,508,0.49788,1.16365,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
509,509,0.49788,0.45468,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
510,510,1.09449,1.16365,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
511,511,-0.95197,-0.61113,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,2,2,2,1,0,1,0,0,1,0,2,0,2,0,0
512,512,1.82213,-1.7379,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,2,0,0
513,513,0.49788,-1.7379,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
514,514,-0.95197,-1.43719,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,2,2,2,2,0,0,1,0,0,1,0,1,1,2,0,0
515,515,0.49788,-1.7379,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
516,516,-0.07854,1.16365,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
517,517,-0.07854,-0.05921,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,1,0,1,1,0,0,0,0,0,2,0,0
518,518,-0.07854,1.16365,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,2,0,0
519,519,0.49788,0.45468,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
520,520,1.09449,-1.7379,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
521,521,-0.95197,-0.61113,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2,2,2,0,0,1,0,0,0,1,0,1,2,0,0
522,522,-0.95197,-0.61113,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0
523,523,0.49788,-2.43591,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
524,524,1.09449,0.45468,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0
525,525,1.82213,-1.22751,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,526,-0.95197,-0.05921,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,2,1,0,1,0,0,0,0,1,0,1,0,0
527,527,0.49788,1.98437,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
528,528,-0.07854,-0.05921,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,0
529,529,1.82213,0.45468,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,530,1.09449,0.45468,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,2,0,0
531,531,-0.95197,0.45468,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,532,-0.07854,1.16365,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
533,533,0.49788,1.16365,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
534,534,-0.07854,0.45468,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,2,2,0,1,2,0,0,1,0,0,0,1,0,2,0,0
535,535,-0.95197,0.45468,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,2,1,2,1,0,1,0,0,1,0,0,0,1,0,0
536,536,1.09449,-0.61113,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
537,537,0.49788,0.45468,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
538,538,1.09449,1.16365,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
539,539,1.09449,0.45468,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
540,540,1.09449,0.45468,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
541,541,0.49788,-1.43719,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0
542,542,-0.07854,0.45468,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
543,543,-0.95197,-1.7379,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
544,544,0.49788,-0.05921,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
545,545,1.09449,-0.61113,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
546,546,-0.07854,1.16365,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
547,547,-0.95197,0.45468,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
548,548,-0.07854,1.16365,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
